客户名称,方案名称,不同价格,价格名称,价格变化,在保情况
上海普慧人力资源集团有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海文哲劳务派遣有限公司,易康项目-雇主责任险-方案五-80万10%,,,无变化,当前在保
上海普慧人力资源集团有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海普慧人力资源集团有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海普慧人力资源集团有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
上海晋峰劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海晋峰劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海晋峰劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海昱彤人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
上海昱彤人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
上海星震企业服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
上海昌伟供应链管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
上海昌伟供应链管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海文哲劳务派遣有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
上海恩汇劳务派遣有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
上海志方人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
上海志方人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
上海宝霞人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海工利金劳务服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海工利金劳务服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海岚贝贝企业管理有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
上海岚贝贝企业管理有限公司,易康项目-雇主责任险-方案五-80万10%,,,无变化,当前在保
上海尧年怿宏人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
上海尧年怿宏人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
上海尧年怿宏人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
上海尧年怿宏人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
上海宣杨劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海宣杨劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
上海宣杨劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
上海宝霞人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海宝霞人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海帮乐劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海宛瑞实业有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海宏锐劳务派遣有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海宏煜人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海宏港广临人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海宏港广临人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海宏港广临人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海宏仲人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
上海安和满人力资源有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海安侬企业管理有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
上海如弘劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海如弘劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海如弘劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海帛旻企业服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
上海幕欣达企业发展（集团）有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
上海志方人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
上海庆时企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
上海志方人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
上海德懿劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
上海德懿劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
上海德懿劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
上海德懿劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
上海弘燊人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
上海度工劳务派遣有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
上海库卡劳务派遣有限公司淮安第二分公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海库卡劳务派遣有限公司江苏分公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海库卡劳务派遣有限公司江苏分公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海庆时企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
上海庆时企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
上海庆时企业服务外包有限公司,雇主责任险-方案 C 60万保额,,,无变化,当前在保
上海幕欣达企业发展（集团）有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
上海庆时企业服务外包有限公司,雇主责任险-方案 C 60万保额,,,无变化,当前在保
上海庆时企业服务外包有限公司,雇主责任险-方案 C 60万保额,,,无变化,当前在保
上海广得劳动服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海广得劳动服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海广得劳动服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海广得劳动服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海广得劳动服务有限公司,雇主责任险-方案 A 30万保额,,,无变化,当前在保
上海广得劳动服务有限公司,雇主责任险-方案 A 30万保额,,,无变化,当前在保
上海广众人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
上海广丰劳务派遣有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
上海平海劳务派遣有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
上海幕欣达企业发展（集团）有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
华萃企业管理咨询服务（南通）有限公司昆山分公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
南京人仁人服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
桐柏县振鼎劳务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
广州欢尔企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
常州恒力服务外包有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
常州市龙俊人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
常州君派人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
常州伯特尔自动化设备有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
常州伯特尔自动化设备有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
常州伯特尔自动化设备有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
常州东旭企业管理咨询服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
常州东旭企业管理咨询服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
常州东旭企业管理咨询服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
巢湖市佰兆人力资源管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
嵩马人力资源（上海）有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
嵩马人力资源（上海）有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
嵩马人力资源（上海）有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,,,无变化,当前在保
岳阳市邦程人力资源服务有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
岳阳市邦程人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
山东承宏包装科技有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
山东承宏包装科技有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
山东承宏包装科技有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
山东承宏包装科技有限公司,新-方案E 80万保额,,,无变化,当前在保
山东承宏包装科技有限公司,新--E 80万保额,,,无变化,当前在保
山东应星智造技术服务有限公司东莞分公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
居勤自动化技术（苏州）有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
宿迁麟瑞企业管理有限公司,福建阳光30+3+10%,,,无变化,当前在保
宿迁纳辉人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
宿迁禾滔齐光供应链有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
宿迁极速人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
宿迁博保科技有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
常州恒力服务外包有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
常州才纳人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
常州易道企业管理有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
广东至好人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
广州欢尔企业管理有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
广州智鑫企业管理咨询有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
广州市泰盛人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
广州市创杰企业管理服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
广州大帆物流供应链有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
广州圣菲可人力资源外包有限公司,易久保-雇主责任险-方案五-80万6%取消交通限额,,,无变化,当前在保
广州圣菲可人力资源外包有限公司,易康项目-雇主责任险-方案四-100万10%（80万）取消交通限额,,,无变化,当前在保
广州嘉人才人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
广州友能企业服务管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
广州华智人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
广州华智人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
广州创浩企业管理有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
广东稳胜国际运营管理集团有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
常州易道企业管理有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
广东建业产教融合教育投资有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
广东名创人力资源集团有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
广东人联人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
广东乐众人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
常熟阿正服务外包有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
常熟阿正服务外包有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
常熟市辛庄镇航领信息咨询服务部（个体工商户）,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
常州超明人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
常州起跑线人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
常州芳童人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
常州楚缘餐饮管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
常州易道企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安阳市钱多多人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
安徽鼎业人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽鲸诚服务外包有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
安徽思恒人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽正德互联市场营销服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
安徽欧睿德人力资源服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
安徽欧睿德人力资源服务有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
安徽樾顺人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽智蓝机电科技有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽旭泽服务外包有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
安徽招诚人力资源有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
安徽招诚人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
安徽招诚人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽拓宽人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
安徽找事八人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
安徽才燊信息技术有限公司,福建阳光10+1+5%,,,无变化,当前在保
安徽思恒人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
安徽汤德姆企业管理有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
安徽快招共享云大数据服务有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,,,无变化,当前在保
安徽快招共享云大数据服务有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
安徽快招共享云大数据服务有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
安徽快招共享云大数据服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽广润供应链有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽坤兴鸿人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
安徽利骅外包服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
安徽凯立德供应链管理有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
安徽凯立德供应链管理有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
安徽凯立德供应链管理有限公司,新-方案C 60万保额,,,无变化,当前在保
安徽凯立德供应链管理有限公司,新-方案C 60万保额,,,无变化,当前在保
安徽凯尔威人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
安徽汉仓人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽漫途人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
安徽驰顺企业服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽翔越人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽驰顺企业服务有限公司,餐饮行业1-3类-80万10%,,,无变化,当前在保
安徽驰顺企业服务有限公司,餐饮行业1-3类-60万10%,,,无变化,当前在保
安徽馨创外包服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽馨创外包服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
安徽锦鹏企业外包服务有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
安徽锦鹏企业外包服务有限公司,易康项目-雇主责任险-方案三-100万10%取消交通限额,,,无变化,当前在保
安徽锦途企业服务集团有限公司,易康项目-雇主责任险-方案四-100万10%（80万）取消交通限额,,,无变化,当前在保
安徽锦途企业服务集团有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
安徽金才人力资源服务有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
安徽邦密自动化科技有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
安徽邦密自动化科技有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
安徽踏江人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽翎众人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
安徽爱沃客信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽纵横人力资源管理有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
安徽禾语企业管理有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
安徽禾语企业管理有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
安徽祥欣新材料科技有限公司,易久保-雇主责任险-方案四-60万10%取消交通限额,,,无变化,当前在保
安徽省金桥劳务派遣有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
安徽省裕佳仕人力资源服务有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
安徽省裕佳仕人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
安徽省沁润人力资源管理有限责任公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
安徽省恒泽人力资源有限公司,易康项目-雇主责任险-方案三-100万10%取消交通限额,,,无变化,当前在保
安徽省恒泽人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
安徽爱沃客信息科技有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
安徽爱沃客信息科技有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
广州欢尔企业管理有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
广州欢尔企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
安徽凯尔威人力资源有限公司,易康项目-雇主责任险-方案五-80万10%,,,无变化,当前在保
广州泽鑫人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
杭州众兵企业管理咨询有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
杭州乐知企业管理服务有限公司安徽分公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杭州乐知企业管理服务有限公司安徽分公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杭州乐知企业管理服务有限公司安徽分公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杭州中源人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
杭州中源人力资源有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
杭州中源人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
杭州三谊人力资源开发有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
杭州万佑企业管理咨询有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
智之瑞(江苏)人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
昆明永毓足浴服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
昆山雄之汇企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
昆山迈程企业管理有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
昆山豫达通企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
昆山茂兴企业管理有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
昆山茂兴企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
昆山茂兴企业管理有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
昆山沿沪劳务派遣有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
昆山杰斯达企业管理顾问有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
昆山慧贤企业管理有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
昆山慧贤企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
昆山慧贤企业管理有限公司,易康项目-雇主责任险-方案五-80万10%,,,无变化,当前在保
昆山市英才智人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
昆山市英才智人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
昆山市英才智人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
昆山市英才智人力资源有限公司,易康项目-雇主责任险-方案五-80万10%,,,无变化,当前在保
昆山市英才智人力资源有限公司,易康项目-雇主责任险-方案五-80万10%,,,无变化,当前在保
杭州众森劳务外包有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
杭州众森劳务外包有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杭州信宏人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
杭州普易森人力资源有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
桐庐博程人力资源管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
桐庐博程人力资源管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
桐庐博程人力资源管理有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
桐乡市众大企业管理有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
柳州市希翼人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
林州市泰和劳务服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
林州市泰和劳务服务有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
杰康劳务派遣（上海）有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杰康劳务派遣（上海）有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杰康劳务派遣（上海）有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杰康劳务派遣（上海）有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杭州汇欣劳务服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
杭州数友千朋人力资源有限责任公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
杭州同帆科技有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杭州数友千朋人力资源有限责任公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
杭州工蚁人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杭州工蚁人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杭州工蚁人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
杭州工蚁人力资源有限公司,新-方案E 80万保额,,,无变化,当前在保
杭州工蚁人力资源有限公司,新-方案E 80万保额,,,无变化,当前在保
杭州工蚁人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
杭州工蚁人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
杭州工蚁人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
杭州工蚁人力资源有限公司,新-方案C 60万保额,,,无变化,当前在保
杭州工蚁人力资源有限公司,新--方案 C 60万保额,,,无变化,当前在保
杭州圣翔人力资源有限公司鹰潭分公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
昆山富起企业管理有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
昆山商务新城企业管理有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
昆山商务新城企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
徐州同方劳务有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
成都众创汇人力资源管理有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
成都丰力人力资源有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
快云人力资源（上海）有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
快云人力资源（上海）有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
快云人力资源（上海）有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
快云人力资源（上海）有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
德创（嘉兴）人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
德创（嘉兴）人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
徐州联信企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
徐州百亿鑫服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
徐州格荣人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
徐州新嘉铭人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
徐州同方劳务有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
成都君立信人力资源管理有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,,,无变化,当前在保
徐州傲冬人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
徐州众志杰信息服务有限公司,易久保-雇主责任险-方案六-10万5%,,,无变化,当前在保
徐州众志杰信息服务有限公司,餐饮行业1-3类-80万10%,,,无变化,当前在保
徐州众志杰信息服务有限公司,福建阳光10+1+5%,,,无变化,当前在保
开化蓝工人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
广西丹诺康健康管理有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
广州龙威企业管理服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
广州齐帮盟人力资源服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
广州锐志人力资源服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
广州锐志人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
广州融脉网络科技有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
广州翔远人力资源管理有限公司深圳分公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
成都保发人力资源管理有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
成都壹玖捌人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
昆山优资人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
无锡光名企业管理咨询有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
